,Date,Oil_Price,NGL_Price,Gas_Price,Oil_Prod,NGL_Prod,Gas_Prod,Oil_Revenue,NGL_Revenue,Gas_Revenue,Oil_Rev_NRI,NGL_Rev_NRI,Gas_Rev_NRI,Total_Revenue,LOE,Ad_Valorem_Tax,Sev_Tax_Oil,Sev_Tax_NGL,Sev_Tax_Gas,D&CCAPEX,Cash Flow,Cumulative Cash Flows,Time
79,2021-03-01,82.5332,30.411499999999997,5.067,1475.2098437755064,143.28184946877025,742.9429231714014,121753.78907829263,4357.415965119506,3764.491791709491,121753.78907829263,4357.415965119506,3764.491791709491,129875.69683512162,9500,3246.892420878041,5974.282054415595,9740.67726263412,9740.67726263412,0,101173.16783455973,15319364.594827667,79
80,2021-04-01,82.5332,30.411499999999997,5.067,1460.3382857187175,141.837436143577,735.4533725963252,120526.39180288005,4313.489189280392,3726.54223894558,120526.39180288005,4313.489189280392,3726.54223894558,128566.42323110602,9500,3214.1605807776505,5914.055468630877,9642.481742332951,9642.481742332951,0,100153.24369703159,15419517.8385247,80
81,2021-05-01,82.5332,30.411499999999997,5.067,1445.7925486780994,140.42466079242277,728.1278707755254,119325.8855785593,4270.524571688765,3689.423921219587,119325.8855785593,4270.524571688765,3689.423921219587,127285.83407146765,9500,3182.1458517866913,5855.148367287512,9546.437555360073,9546.437555360073,0,99155.6647416733,15518673.503266372,81
82,2021-06-01,82.5332,30.411499999999997,5.067,1431.5618366482768,139.0424709107094,720.9609602777524,118151.37937645955,4228.490104101038,3653.1091857273714,118151.37937645955,4228.490104101038,3653.1091857273714,126032.97866628796,9500,3150.824466657199,5797.517018649246,9452.473399971597,9452.473399971597,0,98179.69038103832,15616853.19364741,82
83,2021-07-01,82.4872,30.394,5.067,1417.6357175341673,137.68987682993424,713.9475094885479,116936.80095938436,4184.946116369021,3617.572030578472,116936.80095938436,4184.946116369021,3617.572030578472,124739.31910633185,9500,3118.4829776582965,5738.008678891265,9355.448932974889,9355.448932974889,0,97171.92958383252,15714025.123231243,83
84,2021-08-01,82.4872,30.394,5.067,1404.0042444544133,136.3659045906184,707.0824682476508,115812.37891316008,4144.705304127256,3582.7868666108466,115812.37891316008,4144.705304127256,3582.7868666108466,123539.87108389818,9500,3088.4967770974545,5682.8340698593165,9265.490331292363,9265.490331292363,0,96237.55957435668,15810262.6828056,84
85,2021-09-01,82.4872,30.394,5.067,1390.65771313452,135.06961165133072,700.3609493031963,114711.46091486978,4105.305776530546,3548.728930119296,114711.46091486978,4105.305776530546,3548.728930119296,122365.49562151961,9500,3059.1373905379905,5628.812798589902,9177.41217161397,9177.41217161397,0,95322.72108916377,15905585.403894763,85
86,2021-10-01,82.4872,30.394,5.067,1377.5872684240107,133.8001183067355,693.7783912201099,113633.31652794506,4066.7207958149183,3515.375108312297,113633.31652794506,4066.7207958149183,3515.375108312297,121215.41243207228,9500,3030.385310801807,5575.908971875325,9091.15593240542,9091.15593240542,0,94426.8062845843,16000012.210179348,86
87,2021-11-01,82.4872,30.394,5.067,1364.7839338689776,132.55657626954462,687.3303954717129,112577.20530983713,4028.924579136539,3482.7031138551692,112577.20530983713,4028.924579136539,3482.7031138551692,120088.83300282883,9500,3002.220825070721,5524.0863181301265,9006.662475212162,9006.662475212162,0,93549.20090920368,16093561.41108855,87
88,2021-12-01,82.4872,30.394,5.067,1352.2395821395307,131.3381843795417,681.0128078939199,111542.4568598599,3991.89277603179,3450.6918975984922,111542.4568598599,3991.89277603179,3450.6918975984922,118985.04153349018,9500,2974.6260383372546,5473.311910540548,8923.878115011763,8923.878115011763,0,92689.34735458886,16186250.75844314,88
89,2022-01-01,82.44120000000001,30.3765,5.067,1339.946207209212,130.14417289455793,674.821637231041,110466.77325777609,3953.324467931539,3419.321235849685,110466.77325777609,3953.324467931539,3419.321235849685,117839.41896155731,9500,2945.985474038933,5420.613272231636,8837.956422116798,8837.956422116798,0,91796.90737105315,16278047.665814193,89
90,2022-02-01,82.44120000000001,30.3765,5.067,1327.895924354994,128.97377207242448,668.7528922273862,109473.33347893493,3917.7717873580023,3388.5709049161655,109473.33347893493,3917.7717873580023,3388.5709049161655,116779.6761712091,9500,2919.4919042802276,5371.865103875618,8758.475712840682,8758.475712840682,0,90971.3677373719,16369019.033551564,90
91,2022-03-01,82.44120000000001,30.3765,5.067,1316.0815766744365,127.82629071609192,662.8029888982544,108499.34447893257,3882.9153199373663,3358.422744747455,108499.34447893257,3882.9153199373663,3358.422744747455,115740.6825436174,9500,2893.517063590435,5324.0713970064,8680.551190771304,8680.551190771304,0,90161.99170147795,16459181.025253043,91
92,2022-04-01,82.44120000000001,30.3765,5.067,1304.496128568531,126.70103762851069,656.9683432589443,107544.226234544,3848.734069522455,3328.8585952930707,107544.226234544,3848.734069522455,3328.8585952930707,114721.81889935952,9500,2868.0454724839883,5277.203669370538,8604.136417451964,8604.136417451964,0,89368.29692260106,16548549.322175644,92
93,2022-05-01,82.44120000000001,30.3765,5.067,1293.1325444382683,125.59733732165516,651.2454527789527,106607.39872254417,3815.207517151258,3299.860709230953,106607.39872254417,3815.207517151258,3299.860709230953,113722.46694892638,9500,2843.0616737231594,5231.233479650613,8529.185021169478,8529.185021169478,0,88589.80175321363,16637139.123928858,93
94,2022-06-01,82.44120000000001,30.3765,5.067,1281.984637808658,124.51457714359506,645.6311407445669,105688.35192251114,3782.3170526024155,3271.4129901527203,105688.35192251114,3782.3170526024155,3271.4129901527203,112742.08196526628,9500,2818.552049131657,5186.135770402248,8455.65614739497,8455.65614739497,0,87826.08185094243,16724965.2057798,94
95,2022-07-01,82.44120000000001,30.3765,5.067,1271.0458582944157,123.45212873337627,640.1221489878769,104786.5458128216,3750.0435884694043,3243.4989289215723,104786.5458128216,3750.0435884694043,3243.4989289215723,111780.08833021257,9500,2794.5022082553146,5141.884063189778,8383.506624765943,8383.506624765943,0,87076.6888092356,16812041.894589037,95
96,2022-08-01,82.44120000000001,30.3765,5.067,1260.3103833308446,122.40943442065206,634.7155858848625,103901.50037425484,3718.370184678937,3216.1038736785986,103901.50037425484,3718.370184678937,3216.1038736785986,110835.97443261238,9500,2770.8993608153096,5098.454823900169,8312.698082445928,8312.698082445928,0,86341.22408300503,16898383.118672043,96
97,2022-09-01,82.44120000000001,30.3765,5.067,1249.7723903532478,121.3859208260518,629.4084783573056,103032.73558759018,3687.2794239725627,3189.2127598364677,103032.73558759018,3687.2794239725627,3189.2127598364677,109909.22777139922,9500,2747.730694284981,5055.824477484364,8243.192082854941,8243.192082854941,0,85619.28843391998,16984002.407105964,97
98,2022-10-01,82.44120000000001,30.3765,5.067,1239.4264207072215,120.3810459882526,624.1980162353838,102179.8014348082,3656.754843462155,3162.8113482646895,102179.8014348082,3656.754843462155,3162.8113482646895,108999.36762653505,9500,2724.9841906633765,5013.9709108206125,8174.9525719901285,8174.9525719901285,0,84910.5073810708,17068912.914487034,98
99,2022-11-01,82.44120000000001,30.3765,5.067,1229.2668944349311,119.39429150946728,619.081511530571,101342.23789748906,3626.7806960373327,3136.8860189254033,101342.23789748906,3626.7806960373327,3136.8860189254033,108105.90461245179,9500,2702.647615311295,4972.871612172782,8107.942845933884,8107.942845933884,0,84214.49969309996,17153127.414180133,99
100,2022-12-01,82.44120000000001,30.3765,5.067,1219.2888380956979,118.4251625554445,614.0563984356381,100519.63495921507,3597.34195036546,3111.4237708733785,100519.63495921507,3597.34195036546,3111.4237708733785,107228.40068045391,9500,2680.710017011348,4932.50643130088,8042.1300510340425,8042.1300510340425,0,83530.92413007362,17236658.33831021,100
101,2023-01-01,82.44120000000001,30.3765,5.067,1209.4872782488435,117.47316429193293,609.120111143356,99711.58260356856,3568.423575113901,3086.411603163385,99711.58260356856,3568.423575113901,3086.411603163385,106366.41778184586,9500,2659.1604445461467,4892.85521796491,7977.481333638439,7977.481333638439,0,82859.43945205792,17319517.777762268,101
102,2023-02-01,82.44120000000001,30.3765,5.067,1199.85736275712,116.53784901175277,604.2703282090883,98917.68081453229,3540.011970505508,3061.837753035451,98917.68081453229,3540.011970505508,3061.837753035451,105519.53053807325,9500,2637.9882634518312,4853.8984047513695,7913.964790355493,7913.964790355493,0,82199.71428915908,17401717.492051426,102
103,2023-03-01,82.44120000000001,30.3765,5.067,1190.3946033935738,115.61876115321226,599.5046874611005,98137.5595772903,3512.0932981705523,3037.6902513653963,98137.5595772903,3512.0932981705523,3037.6902513653963,104687.34312682625,9500,2617.1835781706563,4815.617783834007,7851.550734511969,7851.550734511969,0,81551.44029579764,17483268.932347223,103
104,2023-04-01,82.44120000000001,30.3765,5.067,1181.0943906278194,114.71546871815548,594.8209489089543,97370.83887662619,3484.65443551705,3013.9577481216716,97370.83887662619,3484.65443551705,3013.9577481216716,103869.45106026491,9500,2596.7362765066227,4777.994748772186,7790.208829519868,7790.208829519868,0,80914.30237594638,17564183.23472317,104
105,2023-05-01,82.44120000000001,30.3765,5.067,1171.9526001431964,113.82755541745034,590.2169540164092,96617.17869892529,3457.68273713818,2990.6293060011453,96617.17869892529,3457.68273713818,2990.6293060011453,103065.49074206462,9500,2576.6372685516158,4741.012574134972,7729.911805654846,7729.911805654846,0,80288.01728806834,17644471.25201124,105
106,2023-06-01,82.44120000000001,30.3765,5.067,1162.9649863196137,112.9546206709886,585.6906257014224,95876.22903017254,3431.1660348122855,2967.694400429107,95876.22903017254,3431.1660348122855,2967.694400429107,102275.08946541394,9500,2556.8772366353487,4704.654115409041,7670.631709906045,7670.631709906045,0,79672.29469355747,17724143.546704795,106
107,2023-07-01,82.44120000000001,30.3765,5.067,1154.1276674472726,112.0962874621978,581.2400090632477,95147.66985755411,3405.092876095451,2945.1431259234764,95147.66985755411,3405.092876095451,2945.1431259234764,101497.90585957305,9500,2537.4476464893264,4668.90366954036,7612.342939467978,7612.342939467978,0,79066.86866460739,17803210.415369403,107
108,2023-08-01,82.44120000000001,30.3765,5.067,1145.4367618163758,111.25217091999355,576.8631084740406,94431.18116825621,3379.451569951184,2922.9653706379636,94431.18116825621,3379.451569951184,2922.9653706379636,100733.59810884536,9500,2518.339952721134,4633.7455130068865,7555.019858163401,7555.019858163401,0,78471.47292679053,17881681.888296194,108
109,2023-09-01,82.44120000000001,30.3765,5.067,1136.888630323987,110.42191759133914,572.5580912143511,93726.46295026588,3354.2313797133133,2901.1518481831167,93726.46295026588,3354.2313797133133,2901.1518481831167,99981.8461781623,9500,2499.5461544540576,4599.164924195466,7498.638463362173,7498.638463362173,0,77885.85817278843,17959567.746468984,109
110,2023-10-01,82.44120000000001,30.3765,5.067,1128.47951256374,109.60517402319793,568.3231245647299,93033.2051911698,3329.421568715672,2879.6932721694866,93033.2051911698,3329.421568715672,2879.6932721694866,99242.32003205497,9500,2481.0580008013744,4565.146721474528,7443.174002404122,7443.174002404122,0,77309.76730497082,18036877.513773955,110
111,2023-11-01,82.44120000000001,30.3765,5.067,1120.2060120395608,108.80159461704514,564.1564165328266,92351.12787975585,3305.011638884672,2858.5805625718326,92351.12787975585,3305.011638884672,2858.5805625718326,98514.72008121235,9500,2462.868002030309,4531.677123735768,7388.604006090925,7388.604006090925,0,76742.96694326442,18113620.48071722,111
112,2023-12-01,82.44120000000001,30.3765,5.067,1112.064853558808,108.01088090142758,560.0564194888838,91679.9610052124,3280.992523702215,2837.805877550174,91679.9610052124,3280.992523702215,2837.805877550174,97798.75940646479,9500,2444.96898516162,4498.74293269738,7334.906955484858,7334.906955484858,0,76185.23357763609,18189805.714294855,112
113,2024-01-01,82.44120000000001,30.3765,5.067,1104.052640625408,107.23267942330858,556.0213007134519,91019.4245563274,3257.3534865021334,2817.3599307150607,91019.4245563274,3257.3534865021334,2817.3599307150607,97094.1379735446,9500,2427.353449338615,4466.330346783051,7282.060348015844,7282.060348015844,0,75636.33348139124,18265442.047776245,113
114,2024-02-01,82.44120000000001,30.3765,5.067,1096.1664619570124,106.46672312928263,552.0496754851691,90369.27852349046,3234.0864151366536,2797.235705683352,90369.27852349046,3234.0864151366536,2797.235705683352,96400.60064431047,9500,2410.0150161077618,4434.427629638281,7230.045048323285,7230.045048323285,0,75096.06790191785,18340538.11567816,114
115,2024-03-01,82.44120000000001,30.3765,5.067,1088.403042360979,105.71268998436076,548.1398739929816,89729.25289588995,3211.1815273099346,2777.424741522438,89729.25289588995,3211.1815273099346,2777.424741522438,95717.85916472232,9500,2392.946479118058,4403.021521577227,7178.839437354174,7178.839437354174,0,74564.21228931868,18415102.32796748,115
116,2024-04-01,82.44120000000001,30.3765,5.067,1080.7595918583906,104.97030508062555,544.2904707884286,89099.11766431597,3188.630472281622,2757.919815484968,89099.11766431597,3188.630472281622,2757.919815484968,95045.66795208257,9500,2376.141698802064,4372.100725795798,7128.425096406193,7128.425096406193,0,74040.57533467232,18489142.90330215,116
117,2024-05-01,82.44120000000001,30.3765,5.067,1073.2333204703298,104.23930921918341,540.5001218772474,88478.64281955856,3166.4253764965247,2738.7141175520123,88478.64281955856,3166.4253764965247,2738.7141175520123,94383.7823136071,9500,2359.5945578401775,4341.653986425927,7078.783673520532,7078.783673520532,0,73524.96642229993,18562667.869724452,117
118,2024-06-01,82.44120000000001,30.3765,5.067,1065.801301848302,103.51746386413538,536.7572200362575,87865.93828593625,3144.4982410689086,2719.748833923717,87865.93828593625,3144.4982410689086,2719.748833923717,93730.18536092888,9500,2343.254634023222,4311.588526602728,7029.763902069666,7029.763902069666,0,73015.8143961636,18635683.684120618,118
119,2024-07-01,82.44120000000001,30.3765,5.067,1058.421322398254,102.80066896025596,533.0405057198457,87257.52392409895,3122.724520671215,2700.916242482458,87257.52392409895,3122.724520671215,2700.916242482458,93081.16468725262,9500,2327.0291171813155,4281.73357561362,6981.087351543946,6981.087351543946,0,72510.2272913698,18708193.911411986,119
120,2024-08-01,82.44120000000001,30.3765,5.067,1051.0924116927363,102.08884596242586,529.3495716570229,86653.31973084321,3101.101829377629,2682.214279586135,86653.31973084321,3101.101829377629,2682.214279586135,92436.63583980697,9500,2310.915895995174,4252.0852486311205,6932.747687985523,6932.747687985523,0,72008.13931920963,18780202.050731197,120
121,2024-09-01,82.44120000000001,30.3765,5.067,1043.814205821455,101.3819398890616,525.6841327580971,86053.29570496775,3079.6284970400798,2663.641500685278,86053.29570496775,3079.6284970400798,2663.641500685278,91796.5657026931,9500,2294.9141425673274,4222.642022323883,6884.742427701983,6884.742427701983,0,71509.52468239791,18851711.575413596,121
122,2024-10-01,82.44120000000001,30.3765,5.067,1036.586462177548,100.67993503113934,522.0441075688706,85457.43184567167,3058.304046473404,2645.197493051467,85457.43184567167,3058.304046473404,2645.197493051467,91160.93338519655,9500,2279.0233346299137,4193.402935719041,6837.070003889741,6837.070003889741,0,71014.3671070681,18922725.942520663,122
123,2024-11-01,82.44120000000001,30.3765,5.067,1029.4086955472903,99.9827842615875,518.42925172675,84865.68815135329,3037.1270461221125,2626.8810184994422,84865.68815135329,3037.1270461221125,2626.8810184994422,90529.69621597484,9500,2263.242405399371,4164.366025934843,6789.727216198113,6789.727216198113,0,70522.6333522444,18993248.57587291,123
124,2024-12-01,82.44120000000001,30.3765,5.067,1022.2806633238198,99.2904561623584,514.8394023233399,84278.0446212117,3016.0965416158797,2608.6912515723634,84278.0446212117,3016.0965416158797,2608.6912515723634,89902.83241439995,9500,2247.5708103599986,4135.530291062398,6742.712431079996,6742.712431079996,0,70034.30645081754,19063282.882323727,124
125,2025-01-01,82.44120000000001,30.3765,5.067,1015.2020015968428,98.60293502442818,511.2744779044424,83694.47125404565,2995.2120557695425,2590.6277795418096,83694.47125404565,2995.2120557695425,2590.6277795418096,89280.31108935701,9500,2232.0077772339255,4106.894310110422,6696.0233317017755,6696.0233317017755,0,69549.36233860912,19132832.244662337,125
126,2025-02-01,82.44120000000001,30.3765,5.067,1008.1723464560658,97.92017372072527,507.7342341074644,83114.93804865383,2974.472157027611,2572.6893642225223,83114.93804865383,2974.472157027611,2572.6893642225223,88662.09956990396,9500,2216.552489247599,4078.456580215582,6649.657467742797,6649.657467742797,0,69067.77556495518,19201900.02022729,126
127,2025-03-01,82.44120000000001,30.3765,5.067,1001.1913946429108,97.24213297869005,504.2184672969114,82539.42000403516,2953.8756524271785,2554.87497379345,82539.42000403516,2953.8756524271785,2554.87497379345,88048.17063025579,9500,2201.2042657563948,4050.215848991766,6603.612797269184,6603.612797269184,0,68589.52492096924,19270489.54514826,127
128,2025-04-01,82.44120000000001,30.3765,5.067,994.2587822470842,96.56879708929867,500.72709601858566,81967.88711898834,2933.422064783081,2537.1841955261734,81967.88711898834,2933.422064783081,2537.1841955261734,87438.4933792976,9500,2185.96233448244,4022.170695447689,6557.887003447319,6557.887003447319,0,68114.58634247283,19338604.131490733,128
129,2025-05-01,82.44120000000001,30.3765,5.067,987.3741453582925,95.90011892547957,497.25987590989405,81400.30939231208,2913.10996253983,2519.6157912354333,81400.30939231208,2913.10996253983,2519.6157912354333,86833.03514608735,9500,2170.8258786521837,3994.319616720018,6512.477635956551,6512.477635956551,0,67642.93437880205,19406247.065869536,129
130,2025-06-01,82.44120000000001,30.3765,5.067,980.5371807179577,95.23606706918503,493.8166440624409,80836.6618230053,2892.938391327099,2502.168935464388,80836.6618230053,2892.938391327099,2502.168935464388,86231.76914979679,9500,2155.79422874492,3966.6613808906523,6467.382686234759,6467.382686234759,0,67174.54816769168,19473421.614037227,130
131,2025-07-01,82.44120000000001,30.3765,5.067,973.7475850675016,94.5766179568793,490.39727829492966,80276.91941006693,2872.906635367144,2484.8430091204086,80276.91941006693,2872.906635367144,2484.8430091204086,85634.66905455448,9500,2140.866726363862,3939.194776509506,6422.600179091586,6422.600179091586,0,66709.40719349793,19540131.021230724,131
132,2025-08-01,82.44120000000001,30.3765,5.067,967.0049944966311,93.92173231600273,487.001574971866,79721.05215229567,2853.013501697057,2467.636980382445,79721.05215229567,2853.013501697057,2467.636980382445,85041.70263437518,9500,2126.0425658593795,3911.9183211812583,6378.127697578138,6378.127697578138,0,66247.48635217827,19606378.507582903,132
133,2025-09-01,82.44120000000001,30.3765,5.067,960.309105746768,93.27138658301953,483.62941191195307,79169.03504869045,2833.258274539093,2450.5502301578663,79169.03504869045,2833.258274539093,2450.5502301578663,84452.84355338741,9500,2111.3210888346853,3884.830803455821,6333.963266504056,6333.963266504056,0,65788.76512808881,19672167.27271099,133
134,2025-10-01,82.44120000000001,30.3765,5.067,953.6595549076186,92.62554148537009,480.2805854796968,78620.83809804998,2813.6397609303444,2433.581726625624,78620.83809804998,2813.6397609303444,2433.581726625624,83868.05958560594,9500,2096.7014896401483,3857.930740937873,6290.1044689204455,6290.1044689204455,0,65333.21841718703,19737500.491128176,134
135,2025-11-01,82.44120000000001,30.3765,5.067,947.0560387206051,91.98415775049477,476.9548920396025,78076.43629937316,2794.1567679079044,2416.7304379646657,78076.43629937316,2794.1567679079044,2416.7304379646657,83287.32350524573,9500,2082.1830876311433,3831.216881241304,6246.54926289343,6246.54926289343,0,64880.82501058643,19802381.316138763,135
136,2025-12-01,82.44120000000001,30.3765,5.067,940.4982539271494,91.34722752388166,473.6522908645715,77535.80465165892,2774.8090568791913,2399.996157810784,77535.80465165892,2774.8090568791913,2399.996157810784,82710.60986634891,9500,2067.765246658723,3804.68805385205,6203.295739976168,6203.295739976168,0,64431.56508588581,19866812.881224647,136
137,2026-01-01,82.44120000000001,30.3765,5.067,933.9858972686737,90.71470367845917,470.3725375920105,76998.9181539062,2755.595196288715,2383.377647978717,76998.9181539062,2755.595196288715,2383.377647978717,82137.89099817364,9500,2053.447274954341,3778.3429859159874,6160.341824863022,6160.341824863022,0,63985.41708757728,19930798.298312224,137
138,2026-02-01,82.44120000000001,30.3765,5.067,927.5186048348844,90.08656265069155,467.1155100406228,76465.74680491368,2736.5144703587316,2366.874289375836,76465.74680491368,2736.5144703587316,2366.874289375836,81569.13556464824,9500,2039.228389116206,3752.180235973819,6117.685167348618,6117.685167348618,0,63542.35660486097,19994340.654917084,138
139,2026-03-01,82.44120000000001,30.3765,5.067,921.096134018919,89.46276516801915,463.8810045749141,75936.2706038805,2717.5656861263337,2350.4850501810897,75936.2706038805,2717.5656861263337,2350.4850501810897,81004.32134018792,9500,2025.1080335046981,3726.1987816486444,6075.3241005140935,6075.3241005140935,0,63102.36632400638,20057443.02124109,139
140,2026-04-01,82.44120000000001,30.3765,5.067,914.718120910484,88.84329552141811,460.6689397406865,75410.4595496054,2698.7483664063575,2334.2095176660587,75410.4595496054,2698.7483664063575,2334.2095176660587,80443.41743367782,9500,2011.0854358419456,3700.39720194918,6033.256307525837,6033.256307525837,0,62665.42218083503,20120108.443421926,140
141,2026-05-01,82.44120000000001,30.3765,5.067,908.3842622510015,88.22811443832883,457.4791119024458,74888.28864108727,2680.0613182358957,2318.046660009693,74888.28864108727,2680.0613182358957,2318.046660009693,79886.39661933287,9500,1997.1599154833218,3674.774244489312,5991.479746449965,5991.479746449965,0,62231.5029664603,20182339.946388386,141
142,2026-06-01,82.44120000000001,30.3765,5.067,902.0942547818935,87.61718264619167,454.3113174246975,74369.73287732505,2661.503348652041,2301.995445390942,74369.73287732505,2661.503348652041,2301.995445390942,79333.23167136803,9500,1983.330791784201,3649.3286568829294,5949.992375352603,5949.992375352603,0,61800.587471995685,20244140.53386038,142
143,2026-07-01,82.44120000000001,30.3765,5.067,895.8477952445819,87.01049229049468,451.16551558034274,73854.76725731764,2643.074219062212,2286.0556674455966,73854.76725731764,2643.074219062212,2286.0556674455966,78783.89714382545,9500,1969.5974285956363,3624.0592686159707,5908.792285786909,5908.792285786909,0,61372.65587504003,20305513.18973542,143
144,2026-08-01,82.44120000000001,30.3765,5.067,889.6445803804888,86.40798838965439,448.0414212796895,73343.36678006397,2624.7722593183366,2270.2258816241865,73343.36678006397,2624.7722593183366,2270.2258816241865,78238.36492100649,9500,1955.9591230251624,3598.9647863662985,5867.877369075487,5867.877369075487,0,60947.686273464045,20366460.876008883,144
145,2026-09-01,82.44120000000001,30.3765,5.067,883.484367582752,85.80967094367081,444.93903452273753,72835.51144476318,2606.5974694204165,2254.506087926711,72835.51144476318,2606.5974694204165,2254.506087926711,77696.61500211031,9500,1942.4153750527578,3574.0442900970743,5827.246125158273,5827.246125158273,0,60525.66308664392,20426986.53909553,145
146,2026-10-01,82.44120000000001,30.3765,5.067,877.3667929410777,85.21549282547237,441.85811094689376,72331.17125021399,2588.5484178129614,2238.8950481679108,72331.17125021399,2588.5484178129614,2238.8950481679108,77158.61471619485,9500,1928.9653679048713,3549.2962769449628,5786.896103714614,5786.896103714614,0,60106.560863915794,20487093.099959444,146
147,2026-11-01,82.44120000000001,30.3765,5.067,871.291553196888,84.6254304715233,438.79852837086156,71830.3211954153,2570.6243887182277,2223.3921432551556,71830.3211954153,2570.6243887182277,2223.3921432551556,76624.33772738867,9500,1915.6084431847169,3524.719535459879,5746.82532955415,5746.82532955415,0,59690.35908963578,20546783.45904908,147
148,2026-12-01,82.44120000000001,30.3765,5.067,865.2584057433206,84.03945246377589,435.76012388624537,71332.94127956625,2552.8244277658882,2207.9965477316055,71332.94127956625,2552.8244277658882,2207.9965477316055,76093.76225506373,9500,1902.3440563765935,3500.3130637329314,5707.0321691297795,5707.0321691297795,0,59277.04079669465,20606060.499845773,148
149,2027-01-01,82.44120000000001,30.3765,5.067,859.2670473217975,83.45753523869436,432.7427753117485,70839.00650166578,2535.1478191781994,2192.70764250463,70839.00650166578,2535.1478191781994,2192.70764250463,75566.8619633486,9500,1889.171549083715,3476.075650314035,5667.514647251144,5667.514647251144,0,58866.585469448575,20664927.08531522,149
150,2027-02-01,82.44120000000001,30.3765,5.067,853.3171746737406,82.87963952371908,429.7462790118767,70348.49186071279,2517.5933699922525,2177.5243957531793,70348.49186071279,2517.5933699922525,2177.5243957531793,75043.60962645822,9500,1876.0902406614555,3452.0060428170777,5628.270721984366,5628.270721984366,0,58458.97189901094,20723386.05721423,150
151,2027-03-01,82.44120000000001,30.3765,5.067,847.4084845405721,82.30574960982621,426.77055353243213,69861.37235570622,2500.160603022886,2162.446394748834,69861.37235570622,2500.160603022886,2162.446394748834,74523.97935347795,9500,1863.0994838369488,3428.1030502599856,5589.298451510846,5589.298451510846,0,58054.17991635931,20781440.23713059,151
152,2027-04-01,82.44120000000001,30.3765,5.067,841.540673663714,81.73583407896801,423.8154359650193,69377.62298564498,2482.8485638997718,2147.472814034753,69377.62298564498,2482.8485638997718,2147.472814034753,74007.9443635795,9500,1850.1986090894877,3404.365440724657,5550.595827268463,5550.595827268463,0,57652.18865922843,20839092.42578982,152
153,2027-05-01,82.44120000000001,30.3765,5.067,835.7134994363038,81.1698615130968,420.8807634012427,68897.22374972822,2465.656298252585,2132.6028281540966,68897.22374972822,2465.656298252585,2132.6028281540966,73495.48287613489,9500,1837.3870719033723,3380.792212302205,5512.161215710116,5512.161215710116,0,57252.98116050908,20896345.40695033,153
154,2027-06-01,82.44120000000001,30.3765,5.067,829.9267192514792,80.60780834867681,417.96641365980565,68420.15464715505,2448.5830903035812,2117.8358180142354,68420.15464715505,2448.5830903035812,2117.8358180142354,72986.57355547287,9500,1824.664338886822,3357.3823835517524,5473.993016660465,5473.993016660465,0,56856.54079971336,20953201.947750043,154
155,2027-07-01,82.44120000000001,30.3765,5.067,824.1799691989468,80.04965102217224,415.0722645594116,67946.38567672421,2431.6282242750153,2103.1711645225387,67946.38567672421,2431.6282242750153,2103.1711645225387,72481.18506552177,9500,1812.0296266380444,3334.1345130140016,5436.088879914133,5436.088879914133,0,56462.843166041464,21009664.790916085,155
156,2027-08-01,82.44120000000001,30.3765,5.067,818.4730066718439,79.49535026102348,412.1981124645662,67475.89683763482,2414.79050720398,2088.607835857957,67475.89683763482,2414.79050720398,2088.607835857957,71979.29518069676,9500,1799.482379517419,3311.047578312051,5398.447138552257,5398.447138552257,0,56071.870945762785,21065736.661861848,156
157,2027-09-01,82.44120000000001,30.3765,5.067,812.8055890633084,78.94489821071858,409.3439166481704,67008.66812908603,2398.069700497893,2074.1456256562797,67008.66812908603,2398.069700497893,2074.1456256562797,71480.8834552402,9500,1787.022086381005,3288.120638941049,5361.066259143015,5361.066259143015,0,55683.608211632105,21121420.27007348,157
158,2027-10-01,82.44120000000001,30.3765,5.067,807.1774131147621,78.39825559869793,406.50947347473,66544.67455007673,2381.4646111938478,2059.7835020964567,66544.67455007673,2381.4646111938478,2059.7835020964567,70985.92266336703,9500,1774.648066584176,3265.3524425148835,5323.944199752527,5323.944199752527,0,55298.03375476292,21176718.303828243,158
159,2027-11-01,82.44120000000001,30.3765,5.067,801.5882362193429,77.85539886142573,403.6946607629482,66083.8960998061,2364.9745235140986,2045.5208460858587,66083.8960998061,2364.9745235140986,2045.5208460858587,70494.39146940605,9500,1762.3597867351514,3242.7420075926784,5287.079360205454,5287.079360205454,0,54915.130954667315,21231633.43478291,159
160,2027-12-01,82.44120000000001,30.3765,5.067,796.0377551184725,77.3162965808543,400.89931560442966,65626.30777727303,2348.598483088321,2031.356832167645,65626.30777727303,2348.598483088321,2031.356832167645,70006.263092529,9500,1750.1565773132252,3220.288102256334,5250.469731939675,5250.469731939675,0,54534.87894908009,21286168.31373199,160
161,2028-01-01,82.44120000000001,30.3765,5.067,790.5256665535733,76.78092519344784,398.12331581787765,65171.88458147645,2332.3357741387686,2017.290841249186,65171.88458147645,2332.3357741387686,2017.290841249186,69521.5111968644,9500,1738.0377799216103,3197.9895150557627,5214.11333976483,5214.11333976483,0,54157.25722235737,21340325.57095435,161
162,2028-02-01,82.44120000000001,30.3765,5.067,785.0517885694983,76.24926899018251,395.3665799490945,64720.61151181573,2316.185919480279,2003.322460602062,64720.61151181573,2316.185919480279,2003.322460602062,69040.11989189808,9500,1726.002997297452,3175.8455150273116,5178.008991892356,5178.008991892356,0,53782.2533957886,21394107.824350137,162
